,URL,Title,Part,Chapter,Division,Subchapter,Rule,Source Note
34,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=2525,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER E: ADMINISTERING GRANTS,RULE §3.2525: Evaluating Project Effectiveness,"Source Note: The provisions of this §3.2525 adopted to be effective February 24, 2000, 25 TexReg 1297; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective August 6, 2007, 32 TexReg 4747; amended to be effective June 21, 2009, 34 TexReg 3925; amended to be effective April 27, 2021, 46 TexReg 2709"
35,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=2527,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER E: ADMINISTERING GRANTS,RULE §3.2527: Grantee Reports,"Source Note: The provisions of this §3.2527 adopted to be effective February 24, 2000, 25 TexReg 1297; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective February 17, 2005, 30 TexReg 661; amended to be effective June 21, 2009, 34 TexReg 3925; amended to be effective April 27, 2021, 46 TexReg 2709"
36,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=2529,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER E: ADMINISTERING GRANTS,RULE §3.2529: Grant Management,"Source Note: The provisions of this §3.2529 adopted to be effective February 24, 2000, 25 TexReg 1297; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective October 13, 2003, 28 TexReg 8873; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective June 21, 2009, 34 TexReg 3925; amended to be effective April 27, 2021, 46 TexReg 2709"
37,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=2601,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER F: PROGRAM MONITORING AND AUDITS,RULE §3.2601: Monitoring,"Source Note: The provisions of this §3.2601 adopted to be effective February 24, 2000, 25 TexReg 1297; amended to be effective September 9, 2001, 26 TexReg 6645; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective October 13, 2003, 28 TexReg 8873; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective June 22, 2006, 31 TexReg 4855; amended to be effective June 21, 2009, 34 TexReg 3925; amended to be effective May 9, 2012, 37 TexReg 3389; amended to be effective April 27, 2021, 46 TexReg 2709"
38,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=2603,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER F: PROGRAM MONITORING AND AUDITS,RULE §3.2603: Audits Not Performed by PSO or OCM,"Source Note: The provisions of this §3.2603 adopted to be effective February 24, 2000, 25 TexReg 1297; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective October 13, 2003, 28 TexReg 8873; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective June 21, 2009, 34 TexReg 3925; amended to be effective May 9, 2012, 37 TexReg 3389; amended to be effective January 1, 2015, 39 TexReg 10393; amended to be effective April 27, 2021, 46 TexReg 2709"
39,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8100,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 1: TEXAS CRIME STOPPERS COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8100: Establishment,"Source Note: The provisions of this §3.8100 adopted to be effective January 3, 1997, 21 TexReg 12397; amended to be effective May 9, 2012, 37 TexReg 3389"
40,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8105,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 1: TEXAS CRIME STOPPERS COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8105: General Powers,"Source Note: The provisions of this §3.8105 adopted to be effective January 3, 1997, 21 TexReg 12397; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective May 9, 2012, 37 TexReg 3389; amended to be effective April 27, 2021, 46 TexReg 2709"
41,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8115,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 1: TEXAS CRIME STOPPERS COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8115: Meetings,"Source Note: The provisions of this §3.8115 adopted to be effective January 3, 1997, 21 TexReg 12397; amended to be effective December 16, 2002, 27 TexReg 11729; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective April 27, 2021, 46 TexReg 2709"
42,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8120,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 1: TEXAS CRIME STOPPERS COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8120: Compensation,"Source Note: The provisions of this §3.8120 adopted to be effective January 3, 1997, 21 TexReg 12397; amended to be effective May 9, 2012, 37 TexReg 3389"
43,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8300,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 3: SPECIALTY COURTS ADVISORY COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8300: Establishment,"Source Note: The provisions of this §3.8300 adopted to be effective May 9, 2012, 37 TexReg 3389"
44,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8305,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 3: SPECIALTY COURTS ADVISORY COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8305: General Powers,"Source Note: The provisions of this §3.8305 adopted to be effective May 9, 2012, 37 TexReg 3389; amended to be effective January 1, 2015, 39 TexReg 10393; amended to be effective April 27, 2021, 46 TexReg 2709"
45,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=8315,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,DIVISION 3: SPECIALTY COURTS ADVISORY COUNCIL,SUBCHAPTER G: PUBLIC SAFETY OFFICE BOARDS,RULE §3.8315: Meetings,"Source Note: The provisions of this §3.8315 adopted to be effective May 9, 2012, 37 TexReg 3389"
46,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9000,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9000: Certification,"Source Note: The provisions of this §3.9000 adopted to be effective August 26, 1999, 24 TexReg 6467; amended to be effective August 26, 2003, 28 TexReg 6805; amended to be effective June 9, 2004, 29 TexReg 5591; amended to be effective February 22, 2007, 32 TexReg 613; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
47,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9005,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9005: Decertification,"Source Note: The provisions of this §3.9005 adopted to be effective August 26, 2003, 28 TexReg 6805; amended to be effective June 9, 2004, 29 TexReg 5591; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
48,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9006,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9006: Expiration or Non-Renewal of Certification,"Source Note: The provisions of this §3.9006 adopted to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
49,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9007,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9007: Closing of Business,"Source Note: The provisions of this §3.9007 adopted to be effective February 22, 2007, 32 TexReg 613; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
50,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9008,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9008: Complaints or Allegations Against a Crime Stoppers Organization,"Source Note: The provisions of this §3.9008 adopted to be effective June 12, 2011, 36 TexReg 3407"
51,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9011,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9011: Crime Stoppers Program Reporting,"Source Note: The provisions of this §3.9011 adopted to be effective February 22, 2007, 32 TexReg 613; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
52,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9015,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9015: Review,"Source Note: The provisions of this §3.9015 adopted to be effective August 26, 2003, 28 TexReg 6805; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
53,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9017,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9017: Mergers of Certified Organizations,"Source Note: The provisions of this §3.9017 adopted to be effective June 21, 2009, 34 TexReg 3929; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective July 1, 2012, 37 TexReg 4851; amended to be effective March 26, 2020, 45 TexReg 1975"
54,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9019,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9019: Mergers of Non-certified Organizations to Certified Organizations,"Source Note: The provisions of this §3.9019 adopted to be effective June 21, 2009, 34 TexReg 3929; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective July 1, 2012, 37 TexReg 4851; amended to be effective March 26, 2020, 45 TexReg 1975"
55,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9021,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9021: Addition of Geographic Territories or Jurisdictions to Certified Organizations,"Source Note: The provisions of this §3.9021 adopted to be effective June 21, 2009, 34 TexReg 3929; amended to be effective July 11, 2010, 35 TexReg 5803; amended to be effective June 12, 2011, 36 TexReg 3407; amended to be effective March 26, 2020, 45 TexReg 1975"
56,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9023,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9023: Transfer of Assets of Funds,"Source Note: The provisions of this §3.9023 adopted to be effective June 12, 2011, 36 TexReg 3407"
57,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9025,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER H: TEXAS CRIME STOPPERS PROGRAM,RULE §3.9025: Excess Funds,"Source Note: The provisions of this §3.9025 adopted to be effective March 26, 2020, 45 TexReg 1975"
58,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=3&rl=9300,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 3: PUBLIC SAFETY OFFICE,,SUBCHAPTER I: MEMORANDUM OF UNDERSTANDING,RULE §3.9300: Texas Department of Public Safety,"Source Note: The provisions of this §3.9300 adopted to be effective December 16, 2002, 27 TexReg 11729; amended to be effective June 9, 2004, 29 TexReg 5575; amended to be effective June 3, 2007, 32 TexReg 2835"
59,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=1,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.1: Introduction and Purpose,"Source Note: The provisions of this §4.1 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
60,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=2,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.2: Military Value/Redevelopment Value Review and Pre-Application Assessment for Funds,"Source Note: The provisions of this §4.2 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
61,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=3,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.3: Processing and Review of Applications,"Source Note: The provisions of this §4.3 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
62,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=4,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.4: Application for Funds,"Source Note: The provisions of this §4.4 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
63,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=5,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.5: Availability of Funds,"Source Note: The provisions of this §4.5 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681"
64,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=6,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.6: Awardee Responsibilities,"Source Note: The provisions of this §4.6 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681"
65,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=7,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.7: Office and Commission Responsibilities,"Source Note: The provisions of this §4.7 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
66,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=8,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER A: TEXAS MILITARY VALUE REVOLVING LOAN FUND PROGRAM,RULE §4.8: Reporting Responsibilities,"Source Note: The provisions of this §4.8 adopted to be effective October 10, 2010, 35 TexReg 9077; amended to be effective January 28, 2016, 41 TexReg 681"
67,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=30,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER B: DEFENSE ECONOMIC ADJUSTMENT ASSISTANCE GRANT PROGRAM,RULE §4.30: Introduction and Purpose,"Source Note: The provisions of this §4.30 adopted to be effective November 25, 2009, 34 TexReg 8311; amended to be effective January 28, 2016, 41 TexReg 681; amended to be effective April 22, 2020, 45 TexReg 2539"
68,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=1&ch=4&rl=32,TITLE 1: ADMINISTRATION,PART 1: OFFICE OF THE GOVERNOR,CHAPTER 4: TEXAS MILITARY PREPAREDNESS COMMISSION,,SUBCHAPTER B: DEFENSE ECONOMIC ADJUSTMENT ASSISTANCE GRANT PROGRAM,RULE §4.32: Eligibility for Funds,"Source Note: The provisions of this §4.32 adopted to be effective November 25, 2009, 34 TexReg 8311; amended to be effective November 17, 2019, 44 TexReg 6853; amended to be effective April 22, 2020, 45 TexReg 2539"
